job_title,cluster,cluster_v2
Data Analyst (Power BI),5,21
Healthcare Data Analyst - OQPS 1002,5,49
Data Analyst IT III,5,4
Data Review Specialist,21,5
Volunteer: Biophelia Health & Financial Data Cost Benefits Analysis Volunteer Advisor,26,16
DATA & MEDICAL ECONOMIC ANALYST,5,21
Business Intelligence Data Analyst - ELP/Tempe,25,55
Healthcare Data Analyst I- Quality Systems (hybrid),28,49
Junior Data Analyst,5,21
Business Systems Data Analyst,25,27
Data/GIS Analyst - Advanced Analytics Specialist,21,5
Claims Compliance Data Validation Analyst II,5,39
Principal DATA Engineer   Data Analytics Platform,13,18
Lead Azure Data Engineer-US,27,58
"Big Data Lead - New Jersey, Nj",27,17
Sr. Oracle Database Administrator (DBA),19,30
Senior Statistical Data Analyst - Biostatistics,5,48
GIS DATABASE ADMIN,10,28
"Data Analyst, Senior",5,48
Business Analyst front to back office data,25,55
Sr Data Analyst ( W2 Position ),5,59
Sr. Principal Database Administrator,19,30
Analyst-Information Services Data Senior,5,48
Lead Oracle Database Administrator,19,30
Summer Data Administrator,19,30
Info Big Data Engineer (Sr. Engineer),6,17
Senior IT Data Analyst – Public Safety,5,48
Data/Information Analyst - Contract,5,39
Medical Data Analyst,5,21
Data Analyst 3 (Need local candidate only),5,39
Data Analyst #: 23-05691,5,21
Urgent Hiring for - Epic Clarity Data Analyst,10,39
System Administrator / Database Administrator,19,30
Sr. Application Database Administrator,19,30
Snowflake Data Warehouse Analyst,5,41
PL/SQL developer( Teradata),17,9
Database Administrator 2 (TBT - 047),19,30
Software Engineer II (SwE2) with Azure and Big Data Expertise,16,17
QC Data Analyst,5,21
Product Data Analyst,5,44
Data Solutions Analyst,5,21
"Senior Data Engineer - Snowflake, AWS, Relational Data Modeling",6,41
QC Data Analysts / Reviewers,10,39
"Job Opening for QC Data Analysts / Reviewers - Bucks County, PA",10,39
Medical Records Data Quality Analyst,28,57
Entry Level High Volume Invoices/Data Entry,22,10
Preclinical Data Business Analyst,25,55
Business Analyst Data Analyst,25,55
"Administrator, Senior Database",19,30
Data Entry-Audit Intake Specialist,22,10
Volunteer: 40 hour Data Entry Project - Community Service,26,16
General Support Services - Data Entry,22,10
Senior Databricks Engineer,6,26
Database Administrator: III (Senior),19,30
Compliance Data Entry Specialist,22,10
Volunteer: Database administrator,19,30
GCP-DATA ENGINEER,6,36
"Senior Data Engineer  - Sunnyvale, CA - 12+ Months",6,39
"Data Technician (Electrical Industry) - Houston, TX",10,39
Engineering Configuration and Data Management Specialist,21,53
"Sr. Human Resource Business Partner (Technology, Engineering and Data Science)",18,22
"Senior Manager, Project Management, Enterprise Data Strategy PMO",7,24
24-08 Data Management Specialist-Quality,28,57
Datacenter Logistics Assistant,0,20
Sr. BSA/AML Analyst,10,59
Senior Big Data Engineer,6,17
Sr. Machine Learning Engineer,24,14
Field Inspector/Auditor/Data Collector,10,39
Master Data Custodian,10,39
"Manager, Data & Analytics",8,51
Database Engineer III,6,4
Database Administrator / Principal Database Administrator (DoD TS/SCI with CI Poly required**),19,30
Database Engineer (TS/SCI Required),10,42
Database Administrator III with Security Clearance,1,19
Senior Microsoft SQL Database Administrator,19,30
Data Analyst (Business Intelligence),25,55
Data and Policy Analyst - Writer/Coordinator,10,39
Data Warehousing Technical Business Analyst,25,55
Analyst (Data Management),5,53
IA-DOM-HHS-DBA4-IBHRS Data Analyst,5,21
Summer 2024 Graduate Data Analyst Engineering Co-Op/Intern,0,39
Systems Analysis (Lead Data Analyst),27,56
"Hiring _ Data Analyst _ Lake Forest, IL - 60045",10,7
Senior Water Utility Data Analyst,5,48
Business Systems Data Analyst (Maximo),25,27
Senior Research/Data Analyst IA020124,5,8
Consulting Data Engineer,6,36
"Sr Data Analyst, Commercial Planning",5,59
Senior Data Analyst for Strategic Initiatives,5,48
"Business Analyst, Data Engineering",25,55
Data Operations Analyst,2,32
Data Architect / Data Engineer - Azure / SQL Server,29,31
SENIOR BUSINESS INTELLIGENCE DATA ANALYST (HYBRID),25,55
"Manager, Software Engineering - Data Engineering",16,22
"Senior Datacenter Product Development Engineer, Server",0,20
MLT or Med Technologist,20,33
Senior Data Manager with Security Clearance,1,19
BSA/AML Analyst,10,39
AML Investigator Analyst Level II (P2),10,39
Machine Learning Operations Engineer,24,14
DATA ABSTRACTOR,10,39
Remote work from home Data Entry clerk / Typing,22,10
"Account Executive, Simulation (Applied Flow Technology, a Datacor company)",10,39
AML Model Risk Analyst,9,39
Quantitative Scenario Analyst – Anti-Money Laundering (AML),10,39
USA - Database Analyst III,5,4
FAMILY MEDICAL LEAVE ACT (FMLA) ANALYST,5,21
PPM (Power Plan PPM) functional consultant/Data Analyst,5,15
BSA/AML Analyst - Team 2,10,25
Datasheet Writer,10,39
"Global Supply Manager, Electrical & Mechanical Data Center Construction",14,2
Project Technical Manager - MMIII Integrated Maintenance Data with Security Clearance,1,19
Risk Management - Home Lending Data Analyst - Vice President,10,53
Teamleider expeditie,10,39
Privacy And Data Security Attorney,23,52
Privacy and Data Security Legal Strategist,23,52
BSA/AML Officer,10,39
Product Manager - Data Center (Hybrid),15,44
"Data Engineer (InRiver) || Onsite 5 days a week in Kennesaw, GA",10,36
Volunteer: Provide data support virtually,26,16
Senior Data Review Specialist,21,5
Holiday Hiring - Data Center Security,15,2
Sr. Data Management Process and Training Specialist (Center for Cellular Immunotherapy),21,5
Sr Systems Administrator (Data Management),19,27
SCHOOL DATA MANAGER II 2023-2024 EOY,7,39
IMLS Graduate Fellow in Objects Conservation,10,39
Medical Scientist/MLT - Cranberry (FT and PT available),11,33
Medical Laboratory Scientist/MLT,11,43
Research Data Specialist,21,5
"Government Representative 2  Data Coordinator, Gender Based Violence (Posting #014-24)",10,39
Grants and Data Quality Assurance Manager,28,57
Alternative Data Sales,10,39
P-12 Research & Data Analyst,5,8
Sentinel Principal / Sr. Principal Data Visualization Engineer - 10335,4,18
Data Entry Supervisor,22,29
Senior Software Engineer for Data Development Platform,13,6
"IS Data Engineer - ADF, SnowFlake",6,41
Data Analytics and ML Developer,17,9
Data Entry Operator 1 - Intermittent,22,10
Data Center Engineer - Columbus,15,2
"Sr Engineer, Data Management and Analytics",8,51
fivetran Data Engineer,6,36
Manager of Development Operations&Data Systems,2,32
Business Analyst- Data analysis,25,56
"Lead Business Data Analyst - Weston, FL",25,55
Lead Data Science Analyst (multiple openings) - IHM,18,1
Business Analyst - Data,25,55
Lead Data Science Analyst (Multiple openings) - IHM,18,1
Sr. Research Specialist/Data Analyst (Aviation) - Ability to Obtain Secret Clearance,21,5
Senior Sales Data Analyst Corporate Accounts (NJ/NY),10,39
Sr. Data Scientist (1020250),12,40
Senior Data Engineer (1021882),6,34
Data Analytics Consultant (SQL/SAS),8,15
Data Supervisor,10,29
"Senior Manager, Data Analysis",7,56
Production Data Coordinator,10,39
"Supervisor, Data Center II (Shift A)",15,29
Data Center Engineer - Jacksonville,15,2
"NV - Medical Laboratory Technologist(MLT), NV General Supervisor required-  Nights Boulder City",20,33
"Medical Lab Technologist (MLT), Generalist, 40hr - Nights",20,33
MEDICAL LAB TECHNOLOGIST (MLS) or MLT - (FT),20,35
Medical Lab Scientist (MLS) or Medical Lab Technologist (MLT)- Micro- St. Elizabeth Youngstown Hospital,11,45
"Lead Technologist (MT, MLT)",20,35
Medical Technologist MT/MLT/CLS/MLS,20,11
"MLS 2 , 2nd Shift - Blood Bank",10,45
MLS/MLT/LT **Shift Bonus and Shift Differential Available**,11,45
"Manager, Data Analysis",7,56
"TEAM LEAD MT/MLS, LABORATORY - (Temple/Chestnut Hill Hospital - 40 hours days)",11,25
"Laboratory Team Lead MT or MLT, Full Time, Varied Shifts, To Include Rotating Weekends and Holidays",27,25
"Medical Laboratory Scientist (MLS) or MLT, Generalist, FT, Evenings",11,43
Medical Technologist/ MLT - Full Time Weekends *Sign On*,20,33
MEDICAL TECHNOLOGIST (MT)/ or Medical Laboratory Technician (MLT),20,43
Data Management Manager,7,53
Donor Database Supervisor,10,29
"Counsel, Data Analytics",8,51
Manager of Datacenter and Telecommunication Infrastructure,0,20
Data Privacy and Technology Transactions Attorney / MA 02101 3063,23,52
Data Privacy and Technology Transactions Attorney / MN 55402 3069,23,52
Data Privacy and Technology Transactions Attorney / IL 60602 3066,23,52
"Senior Manager, Global Biometrics and Data Sciences",7,3
AI and Data Governance Legal Counsel,23,38
Privacy & Data Protection Counsel,23,52
Assistant/Associate Professor of Data Science for Animal Systems,18,54
Part-Time GEODE Datathon - Data Curators - Department of Biology - Crandall Lab,10,39
Operations Manager - Data Center,2,32
"Mgr, Data Insights",10,39
"Principal Engineer-Software, Inventory Data Platform",13,18
Data Production Engineer,6,36
Senior Data Quality Engineer,28,57
Software Engineer (Machine Learning),24,14
ML Ops Engineer,3,12
PRN Medical Laboratory Scientist (MLS or MT - ASCP),11,11
Machine Learning Engineer Sr Analyst,24,14
Principal Site Reliability Engineer (Cortex Data Lake),4,18
"Data Intelligence - Engineer, Data Sr",6,59
MLT or Medical Laboratory Scientist,11,43
MLS - Medical Laboratory Scientist - PRN/Casual,11,43
"LAB - Medical Laboratory Scientist (MLS/MT) 36 hrs/wk, 3rd shift",11,45
"LAB - Medical Laboratory Scientist (MLS/MT) 36 hrs/wk, 1st shift",11,45
"Medical Lab Scientist/MLT, Blood Bank, 2nd Shift at Pennsylvania Hospital - $10,000 SIGN ON BONUS!",11,45
Medical Technologist/MLT,20,33
Medical Technologist/ MLT,20,33
"Medical Technologist or MLT - Generalist - Stafford Hospital, Nights",20,33
Medical Technologist (MT/MLT),20,35
"Sr. Manager, Data Scientist - Biopharma",12,40
MT/MLS,11,11
Research Professor & Roux Institute Member in Computational Medicine & Biomedical Data Science (Open Rank),18,54
Technical Writer – Data Science (1106564),18,1
Lead-Med Lab Scientist (MLS),11,45
Market data analyst Melville NY,5,39
Senior Preconstruction Estimator - Data Center Construction,14,2
"Data Center Regional Electrical Engineer (Field Engineering), AWS Support Engineer",6,36
Junior Evaluation & Data Analyst,5,39
Databricks Sales Leader,10,26
Market Research & Data Analyst,5,8
"Sales Representative, CoStar Data & Analytics - Albany NY",8,51
Regional Sales Manager - Data Center (West),15,2
Statistician/Data Analyst II,5,39
Data Entry & Mailing Assistant,22,10
Data Center Engineer - Upper Arlington,15,2
Medical Data Analyst (Medical Coder) (Remote),20,23
"Sr Financial Data Analyst, Revenue",5,47
"Data Center Technician - Hillsboro, OR",15,2
Data Support Assistant (Part-Time),10,39
Data Entry Clerk (Elite Executive Partners),22,10
MLO/Wholesale Account Executive,10,39
Solutions Architect | Data Centers,29,31
Customer Success Manager - Data Impact (Associate Client Director Level),10,37
Account Executive (Sales) - REMOTE - Cannabis Data,10,23
"Software Architect -12992 (JAVA, JEE, SOA, SQL, Web Services, XML)",10,39
Financial Data Quality Lead Analyst,28,47
Principal Data Solutions Consultant - Presales,4,18
Tenure-Track Assistant Professor in Environmental Health Sciences - Big Data,10,54
Accountant/Data Specialist,21,5
Product Architect - AI/ML Model Development Platform,3,12
Senior Software Engineer - Data Pipe Infrastructure,16,6
Accounting Data Entry Clerk,22,10
Lead AI/ML Solutions Architect,3,12
Senior Data Analyst - Localization (German),5,48
PRN Medical Lab Tech MLT/MLS (Day Shift),11,45
Data Center Power/Cooling Architect,29,31
Senior NoSQL Developer - Data Modeling and Design Expert (719936),17,9
Assurance - Forensic and Integrity Serv - Data Analytics - Manager - Multiple Positions - 1468958,8,51
Domain Architect - Data & Analytics,29,31
"Associate Manager, Payer Relations – Data Specialist",21,37
Data Architect/Data Modular,29,31
GCP Data Architect/Engineer,29,31
Data Privacy Architect,29,52
Sr. Enterprise Data Warehouse Architect - Hybrid role in the New York area.,10,39
"Principal Architect, Data",4,18
Network Architect/Data Center Experience,29,31
Senior Data Performance Engineer- US,6,34
Senior Software Engineer - Big Data Pipeline,16,17
"Data Architect, Senior, iSchool",29,31
Medical Laboratory Technologist/ MLS/ CLT/CLS - QUICK START*,11,11
GIS Data Architect,29,31
Medical Laboratory Technologist (MLT) or Medical Lab Scientist (MLS) - St. Joseph Warren Hospital,11,45
Sr Data Modeler / Data Architect,29,13
Teradata Specialist (1019238),21,5
"VT- Medical Laboratory Technologist(MLT), Days/Evenings - Morristown",20,33
Local or Travel Contract - MLT - Medical Lab Technologist,20,35
Data Science Developer,18,1
Data Architect - US,29,31
Teradata Specialist,21,5
"Big Data Architect in Raritan, NJ",29,17
"Staff Machine Learning Engineer, Trust & Safety",24,14
(Sr.) Machine Learning Scientist,24,14
Machine Learning Data Scientist,24,14
SAP Master Data Architect,29,31
ML Engineer,3,12
AI/ML Developer with Python,3,12
Data Analytics Engineer,8,51
Machine Learning Architect & Engineer,24,14
Data Scientist - Back End Data Engineer,12,40
Data Scientist III (Applied Research),12,8
Machine Learning Researchers and Engineers,24,14
Spatial Data Scientist (Active TS/SCI required),12,42
ML Architect/Applied AI Researcher,3,12
Big data developer,17,17
"Machine Learning Scientist - MLDD, gCS",24,14
Industrial Affairs (IA) Data Scientist,12,40
Data Center Engineer - Atlanta,15,2
Data Center Engineer - Minneapolis,15,2
AI/ML Machine Vision Embedded Programmer,3,12
AI/ML Engineer,3,12
Data Engineer - ETL Pipelines,6,36
AVP Enterprise MS SQL Data Engineer,6,36
Senior Data Engineer (ETL / Java / Python),6,36
AI/ML Developer,3,12
Computational Scientist - Artificial Intelligence & Machine Learning,24,14
4189 - Data Scientist (TS/SCI-FSP),12,42
"New Grad, PHD - Data Science",18,1
Computer Scientist (Data Scientist),12,40
Senior Lead Business Data Analyst / Consultant,25,15
Data Scientist Machine Learning,24,14
Machine Learning Engineer (Austin),24,14
Staff Data Solutions Engineer,6,36
"Vehicle Systems Data Pipeline Engineer, Body in White, Model Y",9,27
AI/ML Scientist,3,12
Summer 2024 Intern - Data Engineering,0,22
"Sr. Data Scientist, Amazon Robotics (AR)",12,40
Principal Software Engineer - Air Combat Datalinks (Onsite),4,18
Data Center Engineer - Buffalo,15,2
"100% ONSITE: AI Machine Learning Data Engineer, Phoenix, AZ",24,14
"Machine Learning Engineer (Malvern, Pennsylvania, Charlotte NC/Direct Hire)",24,14
DataStage and Snowflake Developer with Cloud expertise,17,41
Sr. InfoSec Engineer [Database Development],6,28
GenAI - NLP Data Scientist,12,40
Teradata GCP Engineer,6,36
"Senior Software Engineer, Perception - Computer Vision/Machine Learning",24,14
DATA ENGINEER #: 24-00206,6,36
Senior Data Engineer (Machine Learning) - PA or NJ,24,14
TB21DE3 - Sr. Database Engineer - Cleared,6,28
Data Center Engineer - Miami,15,2
Lead ML Ops Engineer,3,12
"Scientist, Machine Learning",24,14
"Sr Java Developer with Data Flow || Alpharetta, GA (In-person Interview -Day1 Onsite)",17,9
"Machine Learning Scientist, Prescient Design",24,14
"Staff Software Engineer, Data Storage",16,6
Sr Applied Machine Learning Scientist,24,14
Data Center Engineer - Ashburn,15,2
"Data Scientist, Specialist",21,5
"Senior Software Developer, Data Services",17,9
Data and Software Engineer,16,6
Software Engineer (AI/ML),3,12
Software Engineer (Database Administrator),19,30
Machine Learning Engineer- MLOps,24,14
Data -  Scientist TS/SCI,12,42
"Application Technical Specialist with Min 11+yrs exp in developing Software applications using IBM Content Navigator, FileNet, Java, DOJO, JavaScript, HTML/CSS, Oracle DB.(Webcam Interview)(HYBRID)",10,39
"Sr MS SQL DATABASE ENGINEER - Oakland, CA(hybrid)",6,28
"(USA) Senior, Data Scientist - Multilingual Experiences",12,40
Principal Data Science Engineer,4,18
"(USA) Principal, Software Engineer | Machine Learning",24,14
Big Data Engineering,10,17
Machine Learning Researcher,24,14
Physical Scientist - AI and Machine Learning for Improving Physics Parameterizations,24,14
